
[00/00/0000 00:00:05] Ti:22.2 | Te:23.1 | H:72.6% | pH:11.55 L:0
[07/04/2026 02:14:33] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:14:39] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:14:45] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:14:51] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:14:57] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:02] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:07] Ti:23.1 | Te:23.4 | H:69.3% | pH:11.55 L:0
[07/04/2026 02:15:12] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:17] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:22] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:31] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:37] Ti:23.1 | Te:23.4 | H:69.3% | pH:11.55 L:0
[07/04/2026 02:15:43] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:49] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:15:55] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:01] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:16:06] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:11] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:16] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:21] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:26] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:31] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:41] Ti:23.2 | Te:23.4 | H:69.3% | pH:11.55 L:0
[07/04/2026 02:16:47] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:53] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:16:59] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:05] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:10] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:15] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:20] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:17:25] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:30] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:35] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:45] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:17:51] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:17:57] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:18:03] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:18:09] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:18:14] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:18:19] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:18:24] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:18:29] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:18:34] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:18:39] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:18:49] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:18:55] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:19:01] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:19:07] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:19:13] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:19:18] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:19:23] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:19:28] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:19:33] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:19:38] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:19:43] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:19:53] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:19:59] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:05] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:20:11] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:20:17] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:23] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:28] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:33] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:20:38] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:43] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:48] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:20:57] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:21:03] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:21:09] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:21:15] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:21:21] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:21:27] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:21:32] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:21:37] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:21:42] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:21:47] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:21:52] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:22:01] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:22:07] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:13] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:19] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:25] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:31] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:22:36] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:41] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:46] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:22:51] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:22:56] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:23:05] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:23:11] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:23:17] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:23:23] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:23:29] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:23:35] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:23:40] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:23:45] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:23:50] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:23:55] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:00] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:05] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:24:15] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:24:21] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:24:27] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:33] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:39] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:44] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:49] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:54] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:24:59] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:04] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:09] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:19] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:25:25] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:31] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:37] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:43] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:25:48] Ti:23.2 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:25:53] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:25:58] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:26:03] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:08] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:13] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:23] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:29] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:35] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:41] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:26:47] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:52] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:26:57] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:02] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:07] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:12] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:17] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:27] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:27:33] Ti:23.1 | Te:23.4 | H:69.4% | pH:11.55 L:0
[07/04/2026 02:27:39] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:45] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:51] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:27:57] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:02] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:07] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:12] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:17] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:22] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:31] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:28:37] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:43] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:49] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:28:55] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:01] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:06] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:11] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:29:16] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:29:21] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:29:26] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:35] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:41] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:47] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:53] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:29:59] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:30:05] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:10] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:15] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:30:20] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:25] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:30] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:39] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:30:45] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:51] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:30:57] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:31:03] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:09] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:14] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:31:19] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:24] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:29] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:34] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:39] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:31:49] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:31:55] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:32:01] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:32:07] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:32:13] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:32:18] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:32:23] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:32:28] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:32:33] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:32:38] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:32:43] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:32:53] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:32:59] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:05] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:33:11] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:17] Ti:23.1 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:33:22] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:27] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:32] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:37] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:42] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:33:47] Ti:23.2 | Te:23.4 | H:69.5% | pH:11.55 L:0
[07/04/2026 02:33:57] Ti:23.1 | Te:23.3 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:03] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:09] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:15] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:21] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:26] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:31] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:36] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:34:41] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:46] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:34:51] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:35:01] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:07] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:13] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:19] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:25] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:31] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:36] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:41] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:46] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:35:51] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:35:56] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:05] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:11] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:17] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:23] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:29] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:35] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:40] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:45] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:50] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:36:55] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:00] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:09] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:15] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:21] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:27] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:33] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:37:39] Ti:23.2 | Te:23.3 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:37:44] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:49] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:54] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:37:59] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:04] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:13] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:38:19] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:25] Ti:23.1 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:38:31] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:37] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:43] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:48] Ti:23.2 | Te:23.3 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:53] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:38:58] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:03] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:08] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:17] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:23] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:29] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:35] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:41] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:47] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:39:52] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:39:57] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:40:02] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:40:07] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:40:12] Ti:23.2 | Te:23.4 | H:69.6% | pH:11.55 L:0
[07/04/2026 02:40:17] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:40:27] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:40:33] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:40:39] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:40:45] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:40:51] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:40:56] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:41:01] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:41:06] Ti:23.2 | Te:23.4 | H:69.8% | pH:11.55 L:0
[07/04/2026 02:41:11] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:16] Ti:23.1 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:21] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:31] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:37] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:43] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:49] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:41:55] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
[07/04/2026 02:42:00] Ti:23.2 | Te:23.4 | H:69.7% | pH:11.55 L:0
